ticker,company_name,sector,category,exchange,price_usd,change_1d,change_1w,change_1m,change_ytd,return_1yr,market_cap_usd_b,beta,pe_ratio,avg_volume_m,vol_1d,vol_1w,vol_1m,div_yield_pct,short_pct,analyst,analyst_score,pct_1d,val_100_1d,profit_100_1d,val_1000_1d,profit_1000_1d,val_10000_1d,profit_10000_1d,pct_1w,val_100_1w,profit_100_1w,val_1000_1w,profit_1000_1w,val_10000_1w,profit_10000_1w,pct_1m,val_100_1m,profit_100_1m,val_1000_1m,profit_1000_1m,val_10000_1m,profit_10000_1m,pct_ytd,val_100_ytd,profit_100_ytd,val_1000_ytd,profit_1000_ytd,val_10000_ytd,profit_10000_ytd,pct_1y,val_100_1y,profit_100_1y,val_1000_1y,profit_1000_1y,val_10000_1y,profit_10000_1y,news1_title,news1_publisher,news1_date,news1_sentiment,news2_title,news2_publisher,news2_date,news2_sentiment,news3_title,news3_publisher,news3_date,news3_sentiment,signal_rank,signal,signal_confidence,signal_rationale,signal_drivers,portfolio_held,portfolio_quantity,portfolio_avg_price,portfolio_ppl,portfolio_total_value
TLN,Talen Energy,AI,nuclear-ops,NASDAQ,347.71,+1.97%,+4.07%,-5.48%,-12.36%,-8%,16.661,1.673,,0.82,856525,4504625,16426325,,5.9,buy,1.59,1.97,101.97,1.97,1019.7,19.7,10197.0,197.0,4.07,104.07,4.07,1040.7,40.7,10407.0,407.0,-5.48,94.52,-5.48,945.2,-54.8,9452.0,-548.0,-12.36,87.64,-12.36,876.4,-123.6,8764.0,-1236.0,-8.0,92.0,-8.0,920.0,-80.0,9200.0,-800.0,TLN Q2 Earnings Call Emphasizes Cash Flow and Data Center Strategy,Zacks,2026-08-07,0.0,Talen Energy Q2 Earnings Call Highlights,MarketBeat,2026-08-06,0.273,"Talen Energy Corp (TLN) (Q2 2026) Earnings Call Highlights: Strong Cash Flow, Raised Guidance, ...",GuruFocus.com,2026-08-06,0.66,,,,,,,,,,
BEP,Brookfield Renewable,AI,nuclear-ops,NYSE,33.2,+1.44%,+1.03%,-0.54%,+21.60%,+35%,16.185,0.995,,0.87,637113,4680913,24225813,479.0,0.4,buy,2.38,1.44,101.44,1.44,1014.4,14.4,10144.0,144.0,1.03,101.03,1.03,1010.3,10.3,10103.0,103.0,-0.54,99.46,-0.54,994.6,-5.4,9946.0,-54.0,21.6,121.6,21.6,1216.0,216.0,12160.0,2160.0,35.0,135.0,35.0,1350.0,350.0,13500.0,3500.0,The AI-adjacent portfolio: Six Canadians stocks that could benefit from the AI buildout,Financial Post,2026-08-07,0.459,Cameco Gains 7% Despite Q2 Earnings Miss: How to Play the Stock?,Zacks,2026-08-06,0.642,New Strong Sell Stocks for August 4th,Zacks,2026-08-04,0.511,,,,,,,,,,
BEPC,Brookfield Renewable Corp,AI,nuclear-ops,NYSE,33.74,+1.17%,+1.17%,-6.07%,-13.81%,+1%,6.262,1.166,,1.54,1773711,10973111,43332711,470.0,,hold,3.17,1.17,101.17,1.17,1011.7,11.7,10117.0,117.0,1.17,101.17,1.17,1011.7,11.7,10117.0,117.0,-6.07,93.93,-6.07,939.3,-60.7,9393.0,-607.0,-13.81,86.19,-13.81,861.9,-138.1,8619.0,-1381.0,1.0,101.0,1.0,1010.0,10.0,10100.0,100.0,Brookfield Renewable Q2 Earnings Call Highlights,MarketBeat,2026-07-31,0.0,Brookfield Renewable Corporation Q2 2026 Earnings Call Summary,Moby,2026-07-31,0.0,"Compared to Estimates, Brookfield Renewable (BEP) Q2 Earnings: A Look at Key Metrics",Zacks,2026-07-31,0.0,,,,,,,,,,
GEV,GE Vernova,AI,smr,NYSE,990.32,-1.75%,+0.00%,-7.53%,+46.00%,+55%,263.756,1.033,28.37,2.9,2007838,9674838,63082438,20.0,3.8,buy,1.58,-1.75,98.25,-1.75,982.5,-17.5,9825.0,-175.0,0.0,100.0,0.0,1000.0,0.0,10000.0,0.0,-7.53,92.47,-7.53,924.7,-75.3,9247.0,-753.0,46.0,146.0,46.0,1460.0,460.0,14600.0,4600.0,55.0,155.0,55.0,1550.0,550.0,15500.0,5500.0,"GE Vernova Holds an $176 Billion Backlog, Yet Wall Street Is Selling: What Investors Should Know.",Motley Fool,2026-08-07,0.0,AirJoule Technologies (AIRJ) Lands GE Vernova Showcase As Investors Weigh Its Undervalued Narrative,Simply Wall St.,2026-08-07,0.0,GE Vernova (GEV) Signs Up 43 India Wind Turbines Under Make In India,Simply Wall St.,2026-08-06,0.0,,,,,,,,,,
BWXT,BWX Technologies,AI,smr,NYSE,169.9,+0.22%,+0.71%,-7.72%,-6.32%,-3%,15.567,0.76,43.9,0.98,481451,5088551,21332651,64.0,4.13,buy,1.81,0.22,100.22,0.22,1002.2,2.2,10022.0,22.0,0.71,100.71,0.71,1007.1,7.1,10071.0,71.0,-7.72,92.28,-7.72,922.8,-77.2,9228.0,-772.0,-6.32,93.68,-6.32,936.8,-63.2,9368.0,-632.0,-3.0,97.0,-3.0,970.0,-30.0,9700.0,-300.0,This Congresswoman Keeps Buying AI and Nuclear Stocks. Hedge Funds Are Split,Insider Monkey,2026-08-07,0.0,3 Nuclear Energy Stocks Powering the AI Boom in August,24/7 Wall St.,2026-08-07,0.273,Should BWX Technologies’ Guidance Hike and Medical Exit Reshape BWXT’s Nuclear‑Focused Investment Case?,Simply Wall St.,2026-08-05,0.0,,,,,,,,,,
SMR,NuScale Power,AI,smr,NYSE,9.82,+4.36%,+16.63%,+12.10%,-39.79%,-77%*,4.03,2.306,,33.17,28795291,147722091,687751891,,23.15,hold,2.56,4.36,104.36,4.36,1043.6,43.6,10436.0,436.0,16.63,116.63,16.63,1166.3,166.3,11663.0,1663.0,12.1,112.1,12.1,1121.0,121.0,11210.0,1210.0,-39.79,60.21,-39.79,602.1,-397.9,6021.0,-3979.0,-77.0,23.0,-77.0,230.0,-770.0,2300.0,-7700.0,Fluor Corp (FLR) (Q2 2026) Earnings Call Highlights: Strong Awards and Strategic Shifts Drive ...,GuruFocus.com,2026-08-07,0.743,NuScale Power (SMR) Expands Its Nuclear Fuel Plans With New Reactor Partnership,Simply Wall St.,2026-08-07,0.103,Oklo Is Still Down 33% This Year. What Will It Take to Get OKLO Stock Back to $100?,24/7 Wall St.,2026-08-07,0.0,,,,,,,,,,
OKLO,Oklo Inc,AI,smr,NYSE,48.42,+12.73%,+24.70%,+2.41%,-37.76%,-45%*,8.425,1.201,,11.56,18859180,52150280,207058180,,18.39,buy,2.04,12.73,112.73,12.73,1127.3,127.3,11273.0,1273.0,24.7,124.7,24.7,1247.0,247.0,12470.0,2470.0,2.41,102.41,2.41,1024.1,24.1,10241.0,241.0,-37.76,62.24,-37.76,622.4,-377.6,6224.0,-3776.0,-45.0,55.0,-45.0,550.0,-450.0,5500.0,-4500.0,"Earnings live updates: The Trade Desk stock plummets on earnings miss, Oklo jumps on 'criticality' milestone",Yahoo Finance,2026-08-03,-0.153,Oklo Inc (OKLO) (Q2 2026) Earnings Call Highlights: Record Criticality Milestone and Strategic ...,GuruFocus.com,2026-08-07,0.0,Sector Update: Energy Stocks Fall Late Afternoon,MT Newswires,2026-08-07,0.273,,,,,,,,,,
NNE,NANO Nuclear Energy,AI,smr,NASDAQ,18.85,+6.08%,+18.48%,-0.58%,-31.73%,-50%*,1.012,5.409,,2.71,1829761,9830161,47258361,,33.42,buy,1.57,6.08,106.08,6.08,1060.8,60.8,10608.0,608.0,18.48,118.48,18.48,1184.8,184.8,11848.0,1848.0,-0.58,99.42,-0.58,994.2,-5.8,9942.0,-58.0,-31.73,68.27,-31.73,682.7,-317.3,6827.0,-3173.0,-50.0,50.0,-50.0,500.0,-500.0,5000.0,-5000.0,Oklo Is Still Down 33% This Year. What Will It Take to Get OKLO Stock Back to $100?,24/7 Wall St.,2026-08-07,0.0,NANO Nuclear Energy (NNE) After AFWERX Deal Has Its Undervalued Narrative Back In Focus,Simply Wall St.,2026-08-07,0.273,NANO Nuclear Energy (NNE) Picked For Air Force Backed KRONOS Microreactor Project,Simply Wall St.,2026-08-07,0.296,,,,,,,,,,
CCJ,Cameco Corporation,AI,uranium,NYSE,97.39,+3.06%,+12.75%,+2.81%,-1.19%,+17%,42.417,0.992,167.91,3.46,2837839,15717839,87757139,19.0,,buy,1.71,3.06,103.06,3.06,1030.6,30.6,10306.0,306.0,12.75,112.75,12.75,1127.5,127.5,11275.0,1275.0,2.81,102.81,2.81,1028.1,28.1,10281.0,281.0,-1.19,98.81,-1.19,988.1,-11.9,9881.0,-119.0,17.0,117.0,17.0,1170.0,170.0,11700.0,1700.0,3 Nuclear Energy Stocks Powering the AI Boom in August,24/7 Wall St.,2026-08-07,0.273,Lightbridge Q2 Earnings Call Highlights,MarketBeat,2026-08-06,0.0,Cameco Gains 7% Despite Q2 Earnings Miss: How to Play the Stock?,Zacks,2026-08-06,0.642,,,,,,,,,,
UEC,Uranium Energy Corp,AI,uranium,NYSE,11.26,+5.04%,+17.29%,+13.39%,-14.11%,-2%,5.52,1.208,,10.04,8105842,42752542,188403142,,14.14,none,,5.04,105.04,5.04,1050.4,50.4,10504.0,504.0,17.29,117.29,17.29,1172.9,172.9,11729.0,1729.0,13.39,113.39,13.39,1133.9,133.9,11339.0,1339.0,-14.11,85.89,-14.11,858.9,-141.1,8589.0,-1411.0,-2.0,98.0,-2.0,980.0,-20.0,9800.0,-200.0,"LEU's Q2 Earnings Beat, Revenues up Y/Y on Strong Uranium Sales",Zacks,2026-08-06,0.511,Nuclear Energy Stocks Rise on Surging Demand for Reliable Clean Power,Zacks,2026-08-05,0.511,Uranium Energy (UEC) Stock Looks Stretched Despite Its 353% Five Year Run,Simply Wall St.,2026-07-31,0.273,,,,,,,,,,
LEU,Centrus Energy,AI,uranium,NYSE,191.37,+6.17%,+8.16%,+14.96%,-29.77%,-17%,3.764,1.35,,0.87,545083,3529583,18766283,,26.55,buy,1.71,6.17,106.17,6.17,1061.7,61.7,10617.0,617.0,8.16,108.16,8.16,1081.6,81.6,10816.0,816.0,14.96,114.96,14.96,1149.6,149.6,11496.0,1496.0,-29.77,70.23,-29.77,702.3,-297.7,7023.0,-2977.0,-17.0,83.0,-17.0,830.0,-170.0,8300.0,-1700.0,LEU Q2 Earnings Call Highlights Backlog and 2029 Build-Out,Zacks,2026-08-07,0.0,Centrus Energy Corp (LEU) (Q2 2026) Earnings Call Highlights: Record Backlog and Strategic ...,GuruFocus.com,2026-08-06,0.273,"LEU's Q2 Earnings Beat, Revenues up Y/Y on Strong Uranium Sales",Zacks,2026-08-06,0.511,,,,,,,,,,
VRT,Vertiv Holdings,AI,power-infra,NYSE,272.4,-2.44%,+12.76%,-14.29%,+55.19%,+88%,104.871,2.077,61.49,6.51,3514571,29852271,139958271,9.0,2.92,strong_buy,1.39,-2.44,97.56,-2.44,975.6,-24.4,9756.0,-244.0,12.76,112.76,12.76,1127.6,127.6,11276.0,1276.0,-14.29,85.71,-14.29,857.1,-142.9,8571.0,-1429.0,55.19,155.19,55.19,1551.9,551.9,15519.0,5519.0,88.0,188.0,88.0,1880.0,880.0,18800.0,8800.0,Is Vertiv Holdings Co (VRT) Fully Priced Following Raised 2026 Guidance And Strong Results?,Simply Wall St.,2026-08-07,0.511,Is ACN's Discounted Valuation a Buying Opportunity or a Value Trap?,Zacks,2026-08-07,0.477,Watts Raises 2026 Outlook as Data Center Demand Reshapes Its Growth,Zacks,2026-08-07,0.273,10,strong_buy,0.7,"VRT has strong_buy consensus, strong 1W momentum (+20.95%), a P/E of 62.82, and news sentiment of 0.266, benefiting from power infrastructure demand for AI data centers.",strong_buy consensus; +20.95% 1W momentum; P/E 62.82; AI power demand,,,,,
ETN,Eaton Corporation,AI,power-infra,NYSE,448.68,-1.06%,+8.06%,+12.29%,+37.89%,+21%,174.222,1.177,45.69,2.54,1485613,12081213,55143713,98.0,2.06,buy,1.56,-1.06,98.94,-1.06,989.4,-10.6,9894.0,-106.0,8.06,108.06,8.06,1080.6,80.6,10806.0,806.0,12.29,112.29,12.29,1122.9,122.9,11229.0,1229.0,37.89,137.89,37.89,1378.9,378.9,13789.0,3789.0,21.0,121.0,21.0,1210.0,210.0,12100.0,2100.0,Dana Incorporated Q2 2026 Earnings Call Summary,Moby,2026-08-07,0.0,What Does Eaton (ETN) Winning An Air Force Quantum Grid Contract Mean?,Simply Wall St.,2026-08-06,0.527,"Should You Buy, Sell or Hold Eaton Stock Post Q2 Earnings?",Zacks,2026-08-06,0.0,3,buy,0.8,"ETN has solid momentum (+13.27% 1M, +15.84% 1W), a reasonable P/E of 45.46, buy consensus, and positive news sentiment of 0.1, with a catalyst from winning an Air Force quantum grid contract.",+13.27% 1M momentum; P/E 45.46; Air Force quantum grid contract; news sentiment 0.1,,,,,
POWL,Powell Industries,AI,power-infra,NASDAQ,211.56,-0.46%,+1.38%,-8.75%,+80.19%,+170%,7.707,1.216,40.45,0.76,626120,5033920,19211820,17.0,9.73,buy,2.25,-0.46,99.54,-0.46,995.4,-4.6,9954.0,-46.0,1.38,101.38,1.38,1013.8,13.8,10138.0,138.0,-8.75,91.25,-8.75,912.5,-87.5,9125.0,-875.0,80.19,180.19,80.19,1801.9,801.9,18019.0,8019.0,170.0,270.0,170.0,2700.0,1700.0,27000.0,17000.0,POWL Q3 Earnings Call Highlights Record Orders and Capacity Push,Zacks,2026-08-05,0.0,"Why Powell Industries (POWL) Is Up 13.4% After Record Orders, Backlog Surge And Dividend Declaration",Simply Wall St.,2026-08-05,0.0,Is Powell Industries (POWL) Undervalued As Record Orders Push Backlog Past $2 Billion?,Simply Wall St.,2026-08-05,0.0,,,,,,,,,,
EQIX,Equinix,AI,dc-operators,NASDAQ,1042.62,-0.97%,+2.29%,+2.62%,+37.87%,+33%,102.877,0.972,66.92,0.59,430996,3299696,12923796,196.0,2.18,buy,1.53,-0.97,99.03,-0.97,990.3,-9.7,9903.0,-97.0,2.29,102.29,2.29,1022.9,22.9,10229.0,229.0,2.62,102.62,2.62,1026.2,26.2,10262.0,262.0,37.87,137.87,37.87,1378.7,378.7,13787.0,3787.0,33.0,133.0,33.0,1330.0,330.0,13300.0,3300.0,AI Debt Indigestion Forces Wall Street to Rethink Bond Sales,Bloomberg,2026-08-07,-0.361,Is Dell (DELL) Quietly Becoming the Backbone of AI Infrastructure Across Sectors?,Simply Wall St.,2026-08-05,0.0,International Markets and Equinix (EQIX): A Deep Dive for Investors,Zacks,2026-08-03,0.0,,,,,,,,,,
DLR,Digital Realty,AI,dc-operators,NYSE,193.8,-0.10%,+2.80%,+9.93%,+26.70%,+13%,72.932,1.042,245.32,3.01,2173528,10862828,67095228,253.0,0.01,buy,1.52,-0.1,99.9,-0.1,999.0,-1.0,9990.0,-10.0,2.8,102.8,2.8,1028.0,28.0,10280.0,280.0,9.93,109.93,9.93,1099.3,99.3,10993.0,993.0,26.7,126.7,26.7,1267.0,267.0,12670.0,2670.0,13.0,113.0,13.0,1130.0,130.0,11300.0,1300.0,Is Wall Street Bullish or Bearish on Digital Realty Trust Stock?,Barchart,2026-08-07,0.511,"IRM Q2 AFFO Beats Estimates on Data Center and ALM Growth, '26 View Up",Zacks,2026-08-05,0.382,"Public Storage Q2 FFO Misses on Same-Store NOI Decline, Revenues Beat",Zacks,2026-07-30,-0.226,7,buy,0.7,"DLR offers solid momentum (+10.10% 1M) with a buy consensus, news sentiment of 0.099, and extremely low short interest of 0.01%, though the P/E of 243.75 is high; data center demand supports the valuation.",+10.10% 1M momentum; buy consensus; short interest 0.01%; data center demand,,,,,
AMT,American Tower,AI,dc-operators,NYSE,172.54,+0.42%,-0.47%,+4.54%,+0.64%,-16%,80.396,0.894,27.83,3.37,1540953,15227853,72356253,408.0,1.89,buy,1.56,0.42,100.42,0.42,1004.2,4.2,10042.0,42.0,-0.47,99.53,-0.47,995.3,-4.7,9953.0,-47.0,4.54,104.54,4.54,1045.4,45.4,10454.0,454.0,0.64,100.64,0.64,1006.4,6.4,10064.0,64.0,-16.0,84.0,-16.0,840.0,-160.0,8400.0,-1600.0,Wall Street Analysts Think American Tower (AMT) Could Surge 27.3%: Read This Before Placing a Bet,Zacks,2026-08-06,0.0,AST SpaceMobile Sets Launch Date Ahead of Key Q2 Earnings Test,MarketBeat,2026-08-03,0.0,A Dive into American Tower (AMT) International Revenue Trends and Forecasts,Zacks,2026-08-03,0.0,,,,,,,,,,
GOOGL,Alphabet (Google),AI,hyperscalers,NASDAQ,354.3,-1.28%,-0.51%,-2.11%,+12.57%,+85%,4333.065,1.237,17.78,33.06,19720908,166258508,715609908,25.0,1.34,strong_buy,1.39,-1.28,98.72,-1.28,987.2,-12.8,9872.0,-128.0,-0.51,99.49,-0.51,994.9,-5.1,9949.0,-51.0,-2.11,97.89,-2.11,978.9,-21.1,9789.0,-211.0,12.57,112.57,12.57,1125.7,125.7,11257.0,1257.0,85.0,185.0,85.0,1850.0,850.0,18500.0,8500.0,Tech stocks today: Shares climb after rocky week,Yahoo Finance,2026-08-03,0.296,Big Tech is borrowing its way through the AI boom: Chart of the Day,Yahoo Finance,2026-08-07,0.0,Explainer-How could New Mexico's $567 million ruling change Meta?,Reuters,2026-08-07,0.0,,,,,,,,,,
