ticker,company_name,sector,category,exchange,price_usd,change_1d,change_1w,change_1m,change_ytd,return_1yr,market_cap_gbp_b,beta,pe_ratio,avg_volume_m,vol_1d,vol_1w,vol_1m,div_yield_pct,short_pct,analyst,analyst_score,pct_1d,val_100_1d,profit_100_1d,val_1000_1d,profit_1000_1d,val_10000_1d,profit_10000_1d,pct_1w,val_100_1w,profit_100_1w,val_1000_1w,profit_1000_1w,val_10000_1w,profit_10000_1w,pct_1m,val_100_1m,profit_100_1m,val_1000_1m,profit_1000_1m,val_10000_1m,profit_10000_1m,pct_ytd,val_100_ytd,profit_100_ytd,val_1000_ytd,profit_1000_ytd,val_10000_ytd,profit_10000_ytd,pct_1y,val_100_1y,profit_100_1y,val_1000_1y,profit_1000_1y,val_10000_1y,profit_10000_1y,news1_title,news1_publisher,news1_date,news1_sentiment,news2_title,news2_publisher,news2_date,news2_sentiment,news3_title,news3_publisher,news3_date,news3_sentiment,signal_rank,signal,signal_confidence,signal_rationale,signal_drivers,portfolio_held,portfolio_quantity,portfolio_avg_price,portfolio_ppl,portfolio_total_value
SNDK,SanDisk Corporation,AI,memory,NASDAQ,1759.68,-1.33%,+7.19%,+25.13%,+539.33%,+4582%,194.106,,60.06,15.91,10348748,47759548,289927748,,9.63,buy,1.55,-1.33,98.67,-1.33,986.7,-13.3,9867.0,-133.0,7.19,107.19,7.19,1071.9,71.9,10719.0,719.0,25.13,125.13,25.13,1251.3,251.3,12513.0,2513.0,539.33,639.33,539.33,6393.3,5393.3,63933.0,53933.0,4582.0,4682.0,4582.0,46820.0,45820.0,468200.0,458200.0,"Intel, AMD, Micron shares trim losses after Broadcom results spark semiconductor sector sell-off",Yahoo Finance,2026-06-04,0.103,"Stock Market Today, June 4: Dow Hits Record as Tech Stocks Falter",Motley Fool,2026-06-04,0.0,SanDisk Just Tried To Break The Memory Cycle,Trefis,2026-06-04,0.0,4,buy,0.72,"SNDK has rallied +44.18% in the past month and +557.87% YTD, with a buy consensus (score 1.55) and positive news sentiment of 0.188. The stock benefits from the AI memory supercycle and NAND demand, though its P/E of 61.82 and high short interest of 9.63 warrant caution.",+44.18% 1M momentum; +557.87% YTD return; buy consensus; positive news sentiment 0.188,,,,,
WDC,Western Digital,AI,memory,NASDAQ,575.5,-1.11%,+8.34%,+23.69%,+206.75%,+979%,147.756,2.158,34.48,7.83,6435164,33934764,152842664,10.0,9.74,buy,1.52,-1.11,98.89,-1.11,988.9,-11.1,9889.0,-111.0,8.34,108.34,8.34,1083.4,83.4,10834.0,834.0,23.69,123.69,23.69,1236.9,236.9,12369.0,2369.0,206.75,306.75,206.75,3067.5,2067.5,30675.0,20675.0,979.0,1079.0,979.0,10790.0,9790.0,107900.0,97900.0,SanDisk Just Tried To Break The Memory Cycle,Trefis,2026-06-04,0.0,Super Micro (SMCI) Up 36.8% Since Last Earnings Report: Can It Continue?,Zacks,2026-06-04,0.599,Micron Drops 7% as Broadcom’s Disappointing AI Outlook Triggers a Semiconductor Selloff,24/7 Wall St.,2026-06-04,-0.494,5,buy,0.7,"WDC is up +33.38% in the past month and +214.48% YTD, with a buy consensus (score 1.52) and a P/E of 35.35. The stock benefits from AI-driven HDD demand and long-term supply agreements, though short interest of 9.74% is elevated.",+33.38% 1M momentum; +214.48% YTD return; P/E 35.35; buy consensus,,,,,
285A,Kioxia Holdings,AI,memory,TSE,76920.0,-1.50%,+25.52%,+77.19%,+577.71%,+3590%,195.664,,76.34,35.71,34757400,201380200,747307200,,,buy,1.62,-1.5,98.5,-1.5,985.0,-15.0,9850.0,-150.0,25.52,125.52,25.52,1255.2,255.2,12552.0,2552.0,77.19,177.19,77.19,1771.9,771.9,17719.0,7719.0,577.71,677.71,577.71,6777.1,5777.1,67771.0,57771.0,3590.0,3690.0,3590.0,36900.0,35900.0,369000.0,359000.0,A Look At Kioxia Holdings (TSE:285A) Valuation After Its Sharp Share Price Surge,Simply Wall St.,2026-06-03,0.296,Kioxia Surges 660% As AI Boom Reshapes Japan's Market,GuruFocus.com,2026-06-03,0.0,Micron Stock Keeps Rising But Chinese Memory-Chip Makers Are Closing the Gap,Barrons.com,2026-06-03,0.0,10,buy,0.55,"285A has surged +77.19% in the past month and +577.71% YTD, with a buy consensus (score 1.62) and positive news sentiment of 0.131. The stock benefits from the memory supercycle, though its P/E of 76.37 is elevated and it dipped -1.50% today.",+77.19% 1M momentum; +577.71% YTD return; buy consensus; positive news sentiment 0.131,,,,,
MU,Micron Technology,AI,memory,NASDAQ,996.0,-5.32%,+7.85%,+55.58%,+215.90%,+916%,836.655,2.173,47.07,48.32,53659458,248589758,1219172358,6.0,3.13,strong_buy,1.48,-5.32,94.68,-5.32,946.8,-53.2,9468.0,-532.0,7.85,107.85,7.85,1078.5,78.5,10785.0,785.0,55.58,155.58,55.58,1555.8,555.8,15558.0,5558.0,215.9,315.9,215.9,3159.0,2159.0,31590.0,21590.0,916.0,1016.0,916.0,10160.0,9160.0,101600.0,91600.0,"Intel, AMD, Micron shares trim losses after Broadcom results spark semiconductor sector sell-off",Yahoo Finance,2026-06-04,0.103,Tech stocks today: Chip stocks drag down tech sector as Broadcom earnings give investors pause,Yahoo Finance,2026-06-01,-0.226,"Stock Market Today, June 4: Dow Hits Record as Tech Stocks Falter",Motley Fool,2026-06-04,0.0,3,strong_buy,0.78,"MU is up +77.74% in the past month and +224.96% YTD, with a strong_buy consensus (score 1.48) and a low short interest of 3.13%. The stock is supported by sold-out HBM supply through 2026 and a structural AI memory supercycle, though it dipped -2.61% today on Broadcom-related sector weakness.",+77.74% 1M momentum; +224.96% YTD return; strong_buy consensus; sold-out HBM supply,,,,,
STX,Seagate Technology,AI,memory,NASDAQ,925.99,-0.11%,+5.14%,+20.10%,+222.60%,+637%,156.056,2.009,87.85,3.92,2323673,15820373,82165373,31.0,4.76,buy,1.54,-0.11,99.89,-0.11,998.9,-1.1,9989.0,-11.0,5.14,105.14,5.14,1051.4,51.4,10514.0,514.0,20.1,120.1,20.1,1201.0,201.0,12010.0,2010.0,222.6,322.6,222.6,3226.0,2226.0,32260.0,22260.0,637.0,737.0,637.0,7370.0,6370.0,73700.0,63700.0,SanDisk Just Tried To Break The Memory Cycle,Trefis,2026-06-04,0.0,HPE’s AI Orders Double With One Major Catch,Trefis,2026-06-04,0.0,Buy These 5 Growth Stocks in June Amid Massive AI Infrastructure Boost,Zacks,2026-06-04,0.649,,,,,,,,,,
MRVL,Marvell Technology,AI,memory,NASDAQ,316.43,+12.01%,+54.48%,+87.51%,+254.42%,+363%,206.19,2.251,109.11,30.69,85668645,380809245,874129245,8.0,4.31,strong_buy,1.43,12.01,112.01,12.01,1120.1,120.1,11201.0,1201.0,54.48,154.48,54.48,1544.8,544.8,15448.0,5448.0,87.51,187.51,87.51,1875.1,875.1,18751.0,8751.0,254.42,354.42,254.42,3544.2,2544.2,35442.0,25442.0,363.0,463.0,363.0,4630.0,3630.0,46300.0,36300.0,"Intel, AMD, Micron shares trim losses after Broadcom results spark semiconductor sector sell-off",Yahoo Finance,2026-06-04,0.103,This Chip Stock Made a Comeback After Broadcom Earnings,The Wall Street Journal,2026-06-04,0.0,"Quantinuum, Broadcom, UnitedHealth, and More Stocks That Explain Today’s Market",Barrons.com,2026-06-04,0.0,2,strong_buy,0.8,"MRVL has exploded +92.51% in the past month and +252.90% YTD, with a strong_buy analyst consensus (score 1.43) and a 1-week gain of +53.82%. Despite a slight negative news sentiment of -0.1, the momentum is exceptional and the stock benefits from AI networking demand.",+92.51% 1M momentum; +252.90% YTD return; strong_buy consensus; +53.82% 1W gain,,,,,
P,Everpure,AI,memory,NYSE,78.51,+0.01%,+7.49%,+5.20%,+13.77%,+48%,19.424,1.438,118.95,3.13,2079627,21793627,94200027,,4.36,buy,1.9,0.01,100.01,0.01,1000.1,0.1,10001.0,1.0,7.49,107.49,7.49,1074.9,74.9,10749.0,749.0,5.2,105.2,5.2,1052.0,52.0,10520.0,520.0,13.77,113.77,13.77,1137.7,137.7,11377.0,1377.0,48.0,148.0,48.0,1480.0,480.0,14800.0,4800.0,Is Clear Channel Outdoor (CCO) Stock Outpacing Its Business Services Peers This Year?,Zacks,2026-06-04,0.382,Can Everpure's Transparency Make Customers Stay Amid Supply Crisis?,Zacks,2026-06-04,-0.625,Everpure FlashArray Support Deal With Park Place Raises New Investor Questions,Simply Wall St.,2026-06-03,0.402,,,,,,,,,,
RR.,Rolls-Royce Holdings,AI,nuclear-ops,LSE,1263.2,+0.40%,-3.91%,+5.09%,+5.54%,+44%,1.048,1.2,18.31,35.82,14376817,196011339,658307714,76.0,,buy,1.7,0.4,100.4,0.4,1004.0,4.0,10040.0,40.0,-3.91,96.09,-3.91,960.9,-39.1,9609.0,-391.0,5.09,105.09,5.09,1050.9,50.9,10509.0,509.0,5.54,105.54,5.54,1055.4,55.4,10554.0,554.0,44.0,144.0,44.0,1440.0,440.0,14400.0,4400.0,Rolls-Royce Shares Climb 40% As Engine Comeback Gains Orders,GuruFocus.com,2026-06-03,0.557,Rolls-Royce Broadens Earnings Mix With SMR Deals And Narrowbody Plans,Simply Wall St.,2026-06-03,0.0,Rolls-Royce updates Spectre EV — one of the few luxury EVs performing well,Yahoo Finance,2026-06-02,0.273,,,,,,,,,,
CEG,Constellation Energy,AI,nuclear-ops,NASDAQ,264.59,-0.67%,-7.59%,-17.30%,-27.55%,-8%,70.38,1.155,22.97,3.3,3281759,29401359,90160259,64.0,3.25,strong_buy,1.48,-0.67,99.33,-0.67,993.3,-6.7,9933.0,-67.0,-7.59,92.41,-7.59,924.1,-75.9,9241.0,-759.0,-17.3,82.7,-17.3,827.0,-173.0,8270.0,-1730.0,-27.55,72.45,-27.55,724.5,-275.5,7245.0,-2755.0,-8.0,92.0,-8.0,920.0,-80.0,9200.0,-800.0,AI Power Boom Revives Natural Gas as Infrastructure Bet,Bloomberg,2026-06-04,0.625,Is Constellation Energy Stock Underperforming the Nasdaq?,Barchart,2026-06-04,0.273,"Texas Instruments Is a Major Winner of the AI Power Bottleneck, Investors Just Aren’t Seeing It Yet",Barchart,2026-06-03,0.624,,,,,,,,,,
VST,Vistra Corp,AI,nuclear-ops,NYSE,153.7,+1.05%,-4.11%,-4.17%,-6.85%,-10%,38.603,1.447,25.7,4.66,2570639,19104339,125575739,60.0,4.61,strong_buy,1.42,1.05,101.05,1.05,1010.5,10.5,10105.0,105.0,-4.11,95.89,-4.11,958.9,-41.1,9589.0,-411.0,-4.17,95.83,-4.17,958.3,-41.7,9583.0,-417.0,-6.85,93.15,-6.85,931.5,-68.5,9315.0,-685.0,-10.0,90.0,-10.0,900.0,-100.0,9000.0,-1000.0,Vistra Reshapes Growth With Cogentrix Deal And AI Data Center Power,Simply Wall St.,2026-06-04,0.382,"Top Analyst Reports for Berkshire Hathaway, Eli Lilly & Walmart",Zacks,2026-06-04,0.202,AI Power Boom Revives Natural Gas as Infrastructure Bet,Bloomberg,2026-06-04,0.625,,,,,,,,,,
