ticker,company_name,sector,category,exchange,price_usd,change_1d,change_1w,change_1m,change_ytd,return_1yr,market_cap_usd_b,beta,pe_ratio,avg_volume_m,vol_1d,vol_1w,vol_1m,div_yield_pct,short_pct,analyst,analyst_score,pct_1d,val_100_1d,profit_100_1d,val_1000_1d,profit_1000_1d,val_10000_1d,profit_10000_1d,pct_1w,val_100_1w,profit_100_1w,val_1000_1w,profit_1000_1w,val_10000_1w,profit_10000_1w,pct_1m,val_100_1m,profit_100_1m,val_1000_1m,profit_1000_1m,val_10000_1m,profit_10000_1m,pct_ytd,val_100_ytd,profit_100_ytd,val_1000_ytd,profit_1000_ytd,val_10000_ytd,profit_10000_ytd,pct_1y,val_100_1y,profit_100_1y,val_1000_1y,profit_1000_1y,val_10000_1y,profit_10000_1y,news1_title,news1_publisher,news1_date,news1_sentiment,news2_title,news2_publisher,news2_date,news2_sentiment,news3_title,news3_publisher,news3_date,news3_sentiment,signal_rank,signal,signal_confidence,signal_rationale,signal_drivers,portfolio_held,portfolio_quantity,portfolio_avg_price,portfolio_ppl,portfolio_total_value
SNDK,SanDisk Corporation,AI,memory,NASDAQ,1271.05,+2.95%,-10.97%,-24.07%,+361.80%,+2543%,185.573,,17.23,13.5,9197659,69553759,361087559,,8.28,strong_buy,1.48,2.95,102.95,2.95,1029.5,29.5,10295.0,295.0,-10.97,89.03,-10.97,890.3,-109.7,8903.0,-1097.0,-24.07,75.93,-24.07,759.3,-240.7,7593.0,-2407.0,361.8,461.8,361.8,4618.0,3618.0,46180.0,36180.0,2543.0,2643.0,2543.0,26430.0,25430.0,264300.0,254300.0,SanDisk Traded Margin Upside For Years Of Contracted Revenue,Trefis,2026-08-11,0.0,Elon Musk Says Memory Is Now AI's Biggest Bottleneck. Here's What That Means for Micron and Sandisk.,Motley Fool,2026-08-11,0.0,"Sandisk Stock Rises as $1,600 Target Reframes AI Selloff",GuruFocus.com,2026-08-11,0.0,,,,,,,,,,
WDC,Western Digital,AI,memory,NASDAQ,437.93,+0.09%,-20.17%,-21.17%,+133.49%,+477%,150.946,2.217,18.04,8.47,5454730,50357830,179372930,14.0,7.61,buy,1.58,0.09,100.09,0.09,1000.9,0.9,10009.0,9.0,-20.17,79.83,-20.17,798.3,-201.7,7983.0,-2017.0,-21.17,78.83,-21.17,788.3,-211.7,7883.0,-2117.0,133.49,233.49,133.49,2334.9,1334.9,23349.0,13349.0,477.0,577.0,477.0,5770.0,4770.0,57700.0,47700.0,SanDisk Traded Margin Upside For Years Of Contracted Revenue,Trefis,2026-08-11,0.0,Chasing NVIDIA? Western Digital May Be the Smarter AI Bet,Zacks,2026-08-11,0.459,Seagate Technology Gains From AI Boom: Is Long-Term Growth Secured?,Zacks,2026-08-11,0.772,,,,,,,,,,
285A,Kioxia Holdings,AI,memory,TSE,301.55,+0.06%,-2.34%,-37.65%,+323.00%,+1734%,165.02,,47.62,41.62,32549100,219471900,1012575500,,,buy,1.56,0.06,100.06,0.06,1000.6,0.6,10006.0,6.0,-2.34,97.66,-2.34,976.6,-23.4,9766.0,-234.0,-37.65,62.35,-37.65,623.5,-376.5,6235.0,-3765.0,323.0,423.0,323.0,4230.0,3230.0,42300.0,32300.0,1734.0,1834.0,1734.0,18340.0,17340.0,183400.0,173400.0,Sandisk's Pullback Looks Like a Buying Opportunity,Barchart,2026-08-10,0.649,Kioxia Beats Japan’s Next-Best Stock 4x Over. Success or Bust?,BeInCrypto,2026-08-06,0.572,Asia Hedge Funds Suffer Widespread Losses in July Market Rout,Bloomberg,2026-08-04,-0.735,,,,,,,,,,
MU,Micron Technology,AI,memory,NASDAQ,868.52,+0.79%,-2.71%,-7.31%,+175.51%,+574%,980.9,2.213,19.62,51.46,29137529,162029029,969082229,6.0,3.21,strong_buy,1.41,0.79,100.79,0.79,1007.9,7.9,10079.0,79.0,-2.71,97.29,-2.71,972.9,-27.1,9729.0,-271.0,-7.31,92.69,-7.31,926.9,-73.1,9269.0,-731.0,175.51,275.51,175.51,2755.1,1755.1,27551.0,17551.0,574.0,674.0,574.0,6740.0,5740.0,67400.0,57400.0,SanDisk Traded Margin Upside For Years Of Contracted Revenue,Trefis,2026-08-11,0.0,"Micron, SpaceX, Rocket Lab, Fermi, AppLovin, and More Stocks That Explain Today’s Market",Barrons.com,2026-08-11,0.0,Micron Shakes Off Its Slump,Barrons.com,2026-08-11,0.0,,,,,,,,,,
STX,Seagate Technology,AI,memory,NASDAQ,820.52,+2.23%,-2.94%,-4.66%,+186.06%,+415%,186.258,2.102,58.86,4.64,3147394,22985394,121569894,37.0,3.7,strong_buy,1.44,2.23,102.23,2.23,1022.3,22.3,10223.0,223.0,-2.94,97.06,-2.94,970.6,-29.4,9706.0,-294.0,-4.66,95.34,-4.66,953.4,-46.6,9534.0,-466.0,186.06,286.06,186.06,2860.6,1860.6,28606.0,18606.0,415.0,515.0,415.0,5150.0,4150.0,51500.0,41500.0,SanDisk Traded Margin Upside For Years Of Contracted Revenue,Trefis,2026-08-11,0.0,Seagate Technology Gains From AI Boom: Is Long-Term Growth Secured?,Zacks,2026-08-11,0.772,Can Silicon Motion's New MonTitan SSD Solution Drive Growth?,Zacks,2026-08-11,0.599,,,,,,,,,,
MRVL,Marvell Technology,AI,memory,NASDAQ,212.31,+1.83%,-2.87%,-2.40%,+137.86%,+168%,190.558,2.246,72.71,41.67,11992312,86293012,512473712,12.0,4.34,strong_buy,1.42,1.83,101.83,1.83,1018.3,18.3,10183.0,183.0,-2.87,97.13,-2.87,971.3,-28.7,9713.0,-287.0,-2.4,97.6,-2.4,976.0,-24.0,9760.0,-240.0,137.86,237.86,137.86,2378.6,1378.6,23786.0,13786.0,168.0,268.0,168.0,2680.0,1680.0,26800.0,16800.0,The Options Market Says Marvell Stock Could Halve Or More Than Double,Trefis,2026-08-11,0.0,Microsoft New AI Chip Could Be a Big Win for Marvell and TSMC,GuruFocus.com,2026-08-11,0.586,Marvell Could Be Next Winner in Microsoft AI Bet,GuruFocus.com,2026-08-11,0.586,,,,,,,,,,
P,Everpure,AI,memory,NYSE,109.38,+4.80%,+30.34%,+45.14%,+58.50%,+65%,36.359,1.414,165.73,3.23,5487922,17236622,57155422,,4.43,buy,1.75,4.8,104.8,4.8,1048.0,48.0,10480.0,480.0,30.34,130.34,30.34,1303.4,303.4,13034.0,3034.0,45.14,145.14,45.14,1451.4,451.4,14514.0,4514.0,58.5,158.5,58.5,1585.0,585.0,15850.0,5850.0,65.0,165.0,65.0,1650.0,650.0,16500.0,6500.0,Morgan Stanley sees more upside in these stocks as 'chipflation' worsens,Yahoo Finance,2026-08-11,-0.477,Everpure (P) Gets A Fresh Hyperscaler Test As The Valuation Debate Heats Up,Simply Wall St.,2026-08-11,0.318,Why Everpure (P) Is Up 22.3% After Landing A Second Top-Five Hyperscaler Storage Deal – And What's Next,Simply Wall St.,2026-08-11,0.0,8,buy,0.65,"P shows strong momentum with +30.49% YTD and +15.85% 1M, with positive news sentiment 0.151. Despite high P/E of 136.44, the momentum and sentiment support a buy.","+30.49% YTD, +15.85% 1M; Positive news sentiment 0.151; Momentum in memory sector; High P/E but strong momentum",,,,,
RR.,Rolls-Royce Holdings,AI,nuclear-ops,LSE,20.7,-1.11%,+0.24%,+8.31%,+28.08%,+41%,1.711,1.19,42.58,26.16,8727090,82123047,507577969,78.0,,buy,1.6,-1.11,98.89,-1.11,988.9,-11.1,9889.0,-111.0,0.24,100.24,0.24,1002.4,2.4,10024.0,24.0,8.31,108.31,8.31,1083.1,83.1,10831.0,831.0,28.08,128.08,28.08,1280.8,280.8,12808.0,2808.0,41.0,141.0,41.0,1410.0,410.0,14100.0,4100.0,Is Rolls-Royce Holdings (LSE:RR.) Fully Priced After Profit Upgrades?,Simply Wall St.,2026-08-08,0.488,"Is Rolls-Royce Holdings (LSE:RR.) Fully Valued After Buybacks, Half Year Results And A Dividend Increase?",Simply Wall St.,2026-08-08,0.67,Rolls Royce Holdings (LSE:RR.) Stock Fair Value Rises After Analysts Lift Targets,Simply Wall St.,2026-08-07,0.572,,,,,,,,,,
CEG,Constellation Energy,AI,nuclear-ops,NASDAQ,278.36,+2.59%,+4.16%,+8.07%,-23.78%,-20%,98.625,1.118,27.24,3.65,2613172,15165272,61875872,63.0,3.33,buy,1.52,2.59,102.59,2.59,1025.9,25.9,10259.0,259.0,4.16,104.16,4.16,1041.6,41.6,10416.0,416.0,8.07,108.07,8.07,1080.7,80.7,10807.0,807.0,-23.78,76.22,-23.78,762.2,-237.8,7622.0,-2378.0,-20.0,80.0,-20.0,800.0,-200.0,8000.0,-2000.0,Energy Transition Update - ABB Partners With LevelTen To Advance Clean Energy Solutions,Simply Wall St.,2026-08-11,0.765,The Biggest AI Power Opportunity May Be Hiding in Constellation Energy,Barchart,2026-08-10,0.402,Constellation (CEG) Locks In More Power Deals As Nuclear Output Slips,Insider Monkey,2026-08-09,0.0,,,,,,,,,,
VST,Vistra Corp,AI,nuclear-ops,NYSE,144.92,+1.10%,+1.18%,-8.35%,-12.05%,-32%,48.641,1.433,24.44,4.82,2969067,26953167,107815867,64.0,4.32,strong_buy,1.35,1.1,101.1,1.1,1011.0,11.0,10110.0,110.0,1.18,101.18,1.18,1011.8,11.8,10118.0,118.0,-8.35,91.65,-8.35,916.5,-83.5,9165.0,-835.0,-12.05,87.95,-12.05,879.5,-120.5,8795.0,-1205.0,-32.0,68.0,-32.0,680.0,-320.0,6800.0,-3200.0,"Vistra (VST) Just Grew Ebitda 30%, So Why Did Profit Fall?",Insider Monkey,2026-08-11,0.488,VST Q2 Earnings Call Balances Data Center Growth With ERCOT Softness,Zacks,2026-08-11,0.382,Vistra (VST) Q2 Earnings: Taking a Look at Key Metrics Versus Estimates,Zacks,2026-08-10,0.0,,,,,,,,,,
