ticker,company_name,sector,category,exchange,price_usd,change_1d,change_1w,change_1m,change_ytd,return_1yr,market_cap_gbp_b,beta,pe_ratio,avg_volume_m,vol_1d,vol_1w,vol_1m,div_yield_pct,short_pct,analyst,analyst_score,pct_1d,val_100_1d,profit_100_1d,val_1000_1d,profit_1000_1d,val_10000_1d,profit_10000_1d,pct_1w,val_100_1w,profit_100_1w,val_1000_1w,profit_1000_1w,val_10000_1w,profit_10000_1w,pct_1m,val_100_1m,profit_100_1m,val_1000_1m,profit_1000_1m,val_10000_1m,profit_10000_1m,pct_ytd,val_100_ytd,profit_100_ytd,val_1000_ytd,profit_1000_ytd,val_10000_ytd,profit_10000_ytd,pct_1y,val_100_1y,profit_100_1y,val_1000_1y,profit_1000_1y,val_10000_1y,profit_10000_1y,news1_title,news1_publisher,news1_date,news1_sentiment,news2_title,news2_publisher,news2_date,news2_sentiment,news3_title,news3_publisher,news3_date,news3_sentiment,signal_rank,signal,signal_confidence,signal_rationale,signal_drivers,portfolio_held,portfolio_quantity,portfolio_avg_price,portfolio_ppl,portfolio_total_value
TLN,Talen Energy,AI,nuclear-ops,NASDAQ,399.34,-1.88%,-8.85%,+5.87%,+0.66%,+39%,14.397,1.604,,0.79,694488,5851688,19400288,,5.56,buy,1.59,-1.88,98.12,-1.88,981.2,-18.8,9812.0,-188.0,-8.85,91.15,-8.85,911.5,-88.5,9115.0,-885.0,5.87,105.87,5.87,1058.7,58.7,10587.0,587.0,0.66,100.66,0.66,1006.6,6.6,10066.0,66.0,39.0,139.0,39.0,1390.0,390.0,13900.0,3900.0,"Talen Energy, Stock Of The Day, Delivers For Amazon, AI Data Centers",Investor's Business Daily,2026-06-29,0.421,Talen Energy (TLN) Is Down 7.4% After Russell Index Additions And $984M Shelf Filing - What's Changed,Simply Wall St.,2026-06-29,0.273,Talen Energy (TLN) Downgraded at Jefferies. Here is Why,Insider Monkey,2026-06-28,0.273,10,buy,0.5,"Talen Energy has +1.86% YTD, +6.4% 1M momentum, and a positive news sentiment of 0.319. With a buy rating and a beta of 1.6, it offers nuclear-powered AI infrastructure exposure at a more reasonable valuation than peers.",+6.4% 1M; positive news sentiment; nuclear AI play; buy consensus,,,,,
BEP,Brookfield Renewable,AI,nuclear-ops,NYSE,34.9,-2.95%,-2.35%,+0.00%,+27.83%,+38%,16.935,0.989,,0.89,363181,3507381,16292281,445.0,0.59,buy,2.31,-2.95,97.05,-2.95,970.5,-29.5,9705.0,-295.0,-2.35,97.65,-2.35,976.5,-23.5,9765.0,-235.0,0.0,100.0,0.0,1000.0,0.0,10000.0,0.0,27.83,127.83,27.83,1278.3,278.3,12783.0,2783.0,38.0,138.0,38.0,1380.0,380.0,13800.0,3800.0,Solar Beats Coal for the First Time: 3 Dividend Stocks to Buy Now,Motley Fool,2026-06-27,0.0,The U.S. Government is Supercharging the Nuclear Energy Resurgence With $17.5 Billion in Loans. Here's What it Means for Utility Stocks.,Motley Fool,2026-06-24,0.273,Is Cameco Set to Benefit From DOE-Backed Nuclear Expansion?,Zacks,2026-06-24,0.459,,,,,,,,,,
BEPC,Brookfield Renewable Corp,AI,nuclear-ops,NYSE,37.23,-1.25%,-1.87%,+0.00%,-4.89%,+15%,5.122,1.15,,1.53,1061861,7864061,31251361,416.0,,none,,-1.25,98.75,-1.25,987.5,-12.5,9875.0,-125.0,-1.87,98.13,-1.87,981.3,-18.7,9813.0,-187.0,0.0,100.0,0.0,1000.0,0.0,10000.0,0.0,-4.89,95.11,-4.89,951.1,-48.9,9511.0,-489.0,15.0,115.0,15.0,1150.0,150.0,11500.0,1500.0,Here's Why Buying Brookfield Renewable Today Could Be the Best Financial Decision You Ever Make,Motley Fool,2026-06-27,0.637,This is My Favorite Nuclear Energy Stock to Capitalize on the AI Power Boom,Motley Fool,2026-06-20,0.625,Brookfield Is Launching Another Renewable Energy Company. Here's What Investors Need to Know.,Motley Fool,2026-06-18,0.273,,,,,,,,,,
GEV,GE Vernova,AI,smr,NYSE,1102.51,+5.36%,-2.22%,+16.05%,+62.54%,+98%,223.477,1.045,32.26,2.71,2610310,15876810,64600610,19.0,3.93,buy,1.58,5.36,105.36,5.36,1053.6,53.6,10536.0,536.0,-2.22,97.78,-2.22,977.8,-22.2,9778.0,-222.0,16.05,116.05,16.05,1160.5,160.5,11605.0,1605.0,62.54,162.54,62.54,1625.4,625.4,16254.0,6254.0,98.0,198.0,98.0,1980.0,980.0,19800.0,9800.0,These 2 Industrial Giants Have Crushed Tesla's Returns Over the Last 12 Months. Will The Party Continue?,Motley Fool,2026-06-29,-0.026,SpaceX Has Real Value—But These 3 Stocks Have Better Odds Right Now,MarketBeat,2026-06-28,0.44,Nuclear Stocks And Small Modular Reactors Ace Big Wins. A DOE Deadline Looms.,Investor's Business Daily,2026-06-26,0.477,,,,,,,,,,
BWXT,BWX Technologies,AI,smr,NYSE,189.25,-4.42%,-9.88%,+0.46%,+4.35%,+37%,13.078,0.734,50.6,1.03,1037287,6684787,22704087,53.0,4.05,buy,1.8,-4.42,95.58,-4.42,955.8,-44.2,9558.0,-442.0,-9.88,90.12,-9.88,901.2,-98.8,9012.0,-988.0,0.46,100.46,0.46,1004.6,4.6,10046.0,46.0,4.35,104.35,4.35,1043.5,43.5,10435.0,435.0,37.0,137.0,37.0,1370.0,370.0,13700.0,3700.0,Innovative Solutions and Support (ISSC) Moves 5.3% Higher: Will This Strength Last?,Zacks,2026-06-29,0.876,SMR or BWXT: Why One Nuclear Stock Looks More Attractive,Zacks,2026-06-26,0.493,"Micron’s Blowout Sparked a Chip Rally, but the Smart Money Is Already Rotating Into Defense and Space",24/7 Wall St.,2026-06-25,0.649,,,,,,,,,,
SMR,NuScale Power,AI,smr,NYSE,10.26,+1.38%,-8.72%,-20.40%,-37.09%,-74%*,2.679,2.219,,35.73,19308401,153327301,768978901,,22.83,hold,2.53,1.38,101.38,1.38,1013.8,13.8,10138.0,138.0,-8.72,91.28,-8.72,912.8,-87.2,9128.0,-872.0,-20.4,79.6,-20.4,796.0,-204.0,7960.0,-2040.0,-37.09,62.91,-37.09,629.1,-370.9,6291.0,-3709.0,-74.0,26.0,-74.0,260.0,-740.0,2600.0,-7400.0,NuScale Power (SMR) Secures Paragon Contract As SMR Rollout Gets More Real,Simply Wall St.,2026-06-27,0.318,Nuclear Stocks And Small Modular Reactors Ace Big Wins. A DOE Deadline Looms.,Investor's Business Daily,2026-06-26,0.477,Where Will NuScale Power Stock Be in 100 Years?,Motley Fool,2026-06-26,0.0,,,,,,,,,,
OKLO,Oklo Inc,AI,smr,NYSE,52.76,+4.95%,-9.66%,-21.12%,-32.19%,-11%*,6.924,1.113,,13.77,9034113,60367413,257414513,,17.91,buy,2.0,4.95,104.95,4.95,1049.5,49.5,10495.0,495.0,-9.66,90.34,-9.66,903.4,-96.6,9034.0,-966.0,-21.12,78.88,-21.12,788.8,-211.2,7888.0,-2112.0,-32.19,67.81,-32.19,678.1,-321.9,6781.0,-3219.0,-11.0,89.0,-11.0,890.0,-110.0,8900.0,-1100.0,OKLO or NNE: Which Nuclear Name Deserves Your Attention?,Zacks,2026-06-29,0.0,Nuclear Stocks And Small Modular Reactors Ace Big Wins. A DOE Deadline Looms.,Investor's Business Daily,2026-06-26,0.477,Should You Forget NuScale Power and Buy Oklo Stock Instead?,Motley Fool,2026-06-26,-0.226,,,,,,,,,,
NNE,NANO Nuclear Energy,AI,smr,NASDAQ,21.32,+6.18%,-16.85%,-28.22%,-22.78%,-42%*,0.838,5.044,,2.73,2693268,16308468,70002668,,27.74,strong_buy,1.4,6.18,106.18,6.18,1061.8,61.8,10618.0,618.0,-16.85,83.15,-16.85,831.5,-168.5,8315.0,-1685.0,-28.22,71.78,-28.22,717.8,-282.2,7178.0,-2822.0,-22.78,77.22,-22.78,772.2,-227.8,7722.0,-2278.0,-42.0,58.0,-42.0,580.0,-420.0,5800.0,-4200.0,Nano Nuclear Shares Jump on Report of Potential UAE Investment Talks (NNE),InvestorsHub,2026-06-29,0.296,"Got $1,000 to Invest? This Stock Could Turn It Into $100,000 in 10 Years.",Motley Fool,2026-06-27,0.0,Nuclear Stocks And Small Modular Reactors Ace Big Wins. A DOE Deadline Looms.,Investor's Business Daily,2026-06-26,0.477,,,,,,,,,,
CCJ,Cameco Corporation,AI,uranium,NYSE,103.47,-0.88%,-3.36%,-8.10%,+4.98%,+41%,33.993,0.983,99.49,3.15,1894484,14009384,66532984,17.0,,buy,1.79,-0.88,99.12,-0.88,991.2,-8.8,9912.0,-88.0,-3.36,96.64,-3.36,966.4,-33.6,9664.0,-336.0,-8.1,91.9,-8.1,919.0,-81.0,9190.0,-810.0,4.98,104.98,4.98,1049.8,49.8,10498.0,498.0,41.0,141.0,41.0,1410.0,410.0,14100.0,4100.0,Cameco's Adjusted EBITDA Up 44% in Q126: More Upside Ahead?,Zacks,2026-06-29,0.0,What Cameco (TSX:CCO)'s AP1000-Linked US$17.5 Billion Loan Tailwind Means For Shareholders,Simply Wall St.,2026-06-27,0.0,Can Canada become a nuclear powerhouse? FP Video Explains,Financial Post,2026-06-27,0.0,,,,,,,,,,
UEC,Uranium Energy Corp,AI,uranium,NYSE,10.83,+1.59%,-5.58%,-20.31%,-17.39%,+59%,4.043,1.145,,10.24,6743757,53753257,270968657,,14.08,strong_buy,1.44,1.59,101.59,1.59,1015.9,15.9,10159.0,159.0,-5.58,94.42,-5.58,944.2,-55.8,9442.0,-558.0,-20.31,79.69,-20.31,796.9,-203.1,7969.0,-2031.0,-17.39,82.61,-17.39,826.1,-173.9,8261.0,-1739.0,59.0,159.0,59.0,1590.0,590.0,15900.0,5900.0,Brokers Suggest Investing in Uranium Energy (UEC): Read This Before Placing a Bet,Zacks,2026-06-19,0.273,Cameco vs. Centrus Energy: Which Uranium Stock is the Better Buy Now?,Zacks,2026-06-18,0.612,Optimism Surrounds Uranium Energy (UEC) Following an Impressive Quarter,Insider Monkey,2026-06-17,0.836,,,,,,,,,,
LEU,Centrus Energy,AI,uranium,NYSE,160.25,-2.88%,-12.76%,-15.21%,-41.19%,-10%,2.378,1.339,58.27,0.91,651764,4176964,19371864,,22.45,buy,1.75,-2.88,97.12,-2.88,971.2,-28.8,9712.0,-288.0,-12.76,87.24,-12.76,872.4,-127.6,8724.0,-1276.0,-15.21,84.79,-15.21,847.9,-152.1,8479.0,-1521.0,-41.19,58.81,-41.19,588.1,-411.9,5881.0,-4119.0,-10.0,90.0,-10.0,900.0,-100.0,9000.0,-1000.0,Cameco's Adjusted EBITDA Up 44% in Q126: More Upside Ahead?,Zacks,2026-06-29,0.0,3 Reasons to Avoid LEU and 1 Stock to Buy Instead,StockStory,2026-06-29,-0.296,1 Profitable Stock Worth Your Attention and 2 We Ignore,StockStory,2026-06-26,0.318,,,,,,,,,,
VRT,Vertiv Holdings,AI,power-infra,NYSE,306.97,+0.99%,-14.24%,-5.06%,+74.88%,+137%,88.941,2.037,77.13,6.13,6507003,51170303,143578703,8.0,3.91,strong_buy,1.46,0.99,100.99,0.99,1009.9,9.9,10099.0,99.0,-14.24,85.76,-14.24,857.6,-142.4,8576.0,-1424.0,-5.06,94.94,-5.06,949.4,-50.6,9494.0,-506.0,74.88,174.88,74.88,1748.8,748.8,17488.0,7488.0,137.0,237.0,137.0,2370.0,1370.0,23700.0,13700.0,V&E Appoints Michael Jay as New IP Litigation Partner in LA,CorpGov.com,2026-06-29,-0.202,Vertiv (VRT) Expands AI Cooling Reach With ThermoKey And Strategic Thermal Labs,Simply Wall St.,2026-06-27,0.128,Data Center Delays Create Opportunity in These 3 Stocks,MarketBeat,2026-06-26,0.599,,,,,,,,,,
ETN,Eaton Corporation,AI,power-infra,NYSE,408.26,+0.13%,-6.32%,+2.04%,+25.47%,+13%,119.579,1.192,39.91,2.59,1643141,13667841,50122941,109.0,2.43,buy,1.63,0.13,100.13,0.13,1001.3,1.3,10013.0,13.0,-6.32,93.68,-6.32,936.8,-63.2,9368.0,-632.0,2.04,102.04,2.04,1020.4,20.4,10204.0,204.0,25.47,125.47,25.47,1254.7,254.7,12547.0,2547.0,13.0,113.0,13.0,1130.0,130.0,11300.0,1300.0,Eaton (ETN) Dips More Than Broader Market: What You Should Know,Zacks,2026-06-26,0.0,Beyond Cloud & Memory: Infrastructure ETFs to Buy Amid AI Data Center Boom,Zacks,2026-06-26,0.0,Data Center Delays Create Opportunity in These 3 Stocks,MarketBeat,2026-06-26,0.599,,,,,,,,,,
POWL,Powell Industries,AI,power-infra,NASDAQ,281.09,-0.99%,-8.68%,-2.44%,+139.41%,+299%,7.725,1.128,54.79,0.71,730793,6477193,15890193,13.0,10.95,buy,2.25,-0.99,99.01,-0.99,990.1,-9.9,9901.0,-99.0,-8.68,91.32,-8.68,913.2,-86.8,9132.0,-868.0,-2.44,97.56,-2.44,975.6,-24.4,9756.0,-244.0,139.41,239.41,139.41,2394.1,1394.1,23941.0,13941.0,299.0,399.0,299.0,3990.0,2990.0,39900.0,29900.0,Here's Why You Should Retain Powell Industries in Your Portfolio,Zacks,2026-06-29,0.0,Wall Street Analysts Think Powell Industries (POWL) Is a Good Investment: Is It?,Zacks,2026-06-29,0.44,Why Powell (POWL) Stock Is Trading Up Today,StockStory,2026-06-25,0.0,,,,,,,,,,
EQIX,Equinix,AI,dc-operators,NASDAQ,1085.17,-2.19%,-2.76%,+3.27%,+43.50%,+37%,80.729,0.97,74.79,0.57,446978,3615978,12243078,181.0,2.2,buy,1.58,-2.19,97.81,-2.19,978.1,-21.9,9781.0,-219.0,-2.76,97.24,-2.76,972.4,-27.6,9724.0,-276.0,3.27,103.27,3.27,1032.7,32.7,10327.0,327.0,43.5,143.5,43.5,1435.0,435.0,14350.0,4350.0,37.0,137.0,37.0,1370.0,370.0,13700.0,3700.0,Multiple Factors Lifted Equinix (EQIX) in Q1,Insider Monkey,2026-06-29,0.0,Here’s Why Cisco (CSCO) is Among the 15 Best AI Stocks That Will Make You Rich in 10 Years,Insider Monkey,2026-06-27,0.832,AI Data Center Boom Could Drive Fuel Cell Market to $30 Billion by 2030,Oilprice.com,2026-06-25,0.0,,,,,,,,,,
DLR,Digital Realty,AI,dc-operators,NYSE,190.58,-1.56%,-2.54%,+3.70%,+24.59%,+11%,51.422,1.046,50.69,2.3,1508514,14743414,54825214,253.0,0.01,buy,1.72,-1.56,98.44,-1.56,984.4,-15.6,9844.0,-156.0,-2.54,97.46,-2.54,974.6,-25.4,9746.0,-254.0,3.7,103.7,3.7,1037.0,37.0,10370.0,370.0,24.59,124.59,24.59,1245.9,245.9,12459.0,2459.0,11.0,111.0,11.0,1110.0,110.0,11100.0,1100.0,Digital Realty Trust Reports $2.35 Billion Common Stock Offering by Blackstone,MT Newswires,2026-06-29,0.511,Nebius vs. Digital Realty: Which AI Infrastructure Stock is the Better Buy?,Zacks,2026-06-26,0.44,Digital Realty Bets on AI Growth With Major Expansion Moves,Zacks,2026-06-23,0.382,,,,,,,,,,
AMT,American Tower,AI,dc-operators,NYSE,168.67,-3.66%,-4.40%,-9.20%,-1.61%,-21%,59.275,0.891,27.2,3.19,3598259,22385359,70242159,398.0,2.21,buy,1.64,-3.66,96.34,-3.66,963.4,-36.6,9634.0,-366.0,-4.4,95.6,-4.4,956.0,-44.0,9560.0,-440.0,-9.2,90.8,-9.2,908.0,-92.0,9080.0,-920.0,-1.61,98.39,-1.61,983.9,-16.1,9839.0,-161.0,-21.0,79.0,-21.0,790.0,-210.0,7900.0,-2100.0,American Tower (AMT) Moves 4.1% Higher: Will This Strength Last?,Zacks,2026-06-29,0.579,"American Tower Set to Outpace Competitors' Revenue Growth, RBC Says",MT Newswires,2026-06-26,0.382,American Tower seen as top U.S. tower pick as analysts turn more bullish,Investing.com,2026-06-26,0.202,,,,,,,,,,
